fpr,tpr,threshold
0.0,0.0,inf
0.0,0.008403361344537815,0.9742882251739502
0.0,0.058823529411764705,0.9399252533912659
0.002849002849002849,0.058823529411764705,0.9363313913345337
0.002849002849002849,0.1092436974789916,0.9080893397331238
0.008547008547008548,0.1092436974789916,0.9026949405670166
0.008547008547008548,0.11764705882352941,0.9009088277816772
0.011396011396011397,0.11764705882352941,0.8986284732818604
0.011396011396011397,0.15126050420168066,0.8825848698616028
0.014245014245014245,0.15126050420168066,0.8817023634910583
0.014245014245014245,0.15966386554621848,0.8801922798156738
0.03418803418803419,0.15966386554621848,0.859677791595459
0.03418803418803419,0.16806722689075632,0.8552905917167664
0.037037037037037035,0.16806722689075632,0.8546913862228394
0.037037037037037035,0.18487394957983194,0.8447558283805847
0.039886039886039885,0.18487394957983194,0.8415210247039795
0.039886039886039885,0.20168067226890757,0.836374819278717
0.045584045584045586,0.20168067226890757,0.8345919251441956
0.045584045584045586,0.21008403361344538,0.830836832523346
0.05128205128205128,0.21008403361344538,0.8292489647865295
0.05128205128205128,0.2184873949579832,0.8284716606140137
0.05698005698005698,0.2184873949579832,0.8190403580665588
0.05698005698005698,0.23529411764705882,0.8161246180534363
0.06552706552706553,0.23529411764705882,0.8022638559341431
0.06552706552706553,0.24369747899159663,0.8011159300804138
0.06837606837606838,0.24369747899159663,0.7933709025382996
0.06837606837606838,0.2689075630252101,0.7875496745109558
0.07407407407407407,0.2689075630252101,0.7789612412452698
0.07407407407407407,0.2773109243697479,0.7782161831855774
0.07692307692307693,0.2773109243697479,0.776849627494812
0.07692307692307693,0.2857142857142857,0.7643439769744873
0.08547008547008547,0.2857142857142857,0.7529301047325134
0.08547008547008547,0.3025210084033613,0.7497701048851013
0.09116809116809117,0.3025210084033613,0.7447372078895569
0.09116809116809117,0.31092436974789917,0.7446367144584656
0.09401709401709402,0.31092436974789917,0.7413485050201416
0.09401709401709402,0.33613445378151263,0.7188937664031982
0.09686609686609686,0.33613445378151263,0.7123690843582153
0.09686609686609686,0.3445378151260504,0.7112508416175842
0.10256410256410256,0.3445378151260504,0.7089784145355225
0.10256410256410256,0.3865546218487395,0.701126217842102
0.10541310541310542,0.3865546218487395,0.6959491968154907
0.10541310541310542,0.40336134453781514,0.686947762966156
0.13675213675213677,0.40336134453781514,0.6561605334281921
0.13675213675213677,0.42016806722689076,0.6506254076957703
0.1396011396011396,0.42016806722689076,0.6505163908004761
0.1396011396011396,0.42857142857142855,0.6456742882728577
0.14245014245014245,0.42857142857142855,0.6428741216659546
0.14245014245014245,0.4369747899159664,0.6385338306427002
0.150997150997151,0.4369747899159664,0.620378315448761
0.150997150997151,0.44537815126050423,0.6176562905311584
0.15669515669515668,0.44537815126050423,0.6130419969558716
0.15669515669515668,0.453781512605042,0.6106088757514954
0.16524216524216523,0.453781512605042,0.6068454384803772
0.16524216524216523,0.47058823529411764,0.6053678393363953
0.16809116809116809,0.47058823529411764,0.6046344637870789
0.16809116809116809,0.4789915966386555,0.6016023755073547
0.17094017094017094,0.4789915966386555,0.5939521193504333
0.17094017094017094,0.5042016806722689,0.5773278474807739
0.1737891737891738,0.5042016806722689,0.5745779871940613
0.1737891737891738,0.5126050420168067,0.5725904703140259
0.17663817663817663,0.5126050420168067,0.5671163201332092
0.17663817663817663,0.5210084033613446,0.5586472153663635
0.1794871794871795,0.5210084033613446,0.5573297739028931
0.1794871794871795,0.5462184873949579,0.5341655611991882
0.18233618233618235,0.5462184873949579,0.5324336886405945
0.18233618233618235,0.5630252100840336,0.5311068892478943
0.2022792022792023,0.5630252100840336,0.49927961826324463
0.2022792022792023,0.5714285714285714,0.49300289154052734
0.21082621082621084,0.5714285714285714,0.48985612392425537
0.21082621082621084,0.5882352941176471,0.4765161871910095
0.245014245014245,0.5882352941176471,0.43918877840042114
0.245014245014245,0.6050420168067226,0.43703076243400574
0.25071225071225073,0.6050420168067226,0.4237523674964905
0.25071225071225073,0.6134453781512605,0.4215732514858246
0.2564102564102564,0.6134453781512605,0.4122980833053589
0.2564102564102564,0.6218487394957983,0.40969064831733704
0.26495726495726496,0.6218487394957983,0.40532803535461426
0.26495726495726496,0.6302521008403361,0.4011980891227722
0.26495726495726496,0.6470588235294118,0.39881962537765503
0.27350427350427353,0.6470588235294118,0.38565394282341003
0.27350427350427353,0.6554621848739496,0.3833949565887451
0.27635327635327633,0.6554621848739496,0.38110417127609253
0.27635327635327633,0.6722689075630253,0.38038569688796997
0.2792022792022792,0.6722689075630253,0.3801015615463257
0.2792022792022792,0.680672268907563,0.3736727237701416
0.2849002849002849,0.680672268907563,0.3571261167526245
0.2849002849002849,0.7058823529411765,0.33886954188346863
0.28774928774928776,0.7058823529411765,0.33492451906204224
0.28774928774928776,0.7142857142857143,0.32644161581993103
0.30484330484330485,0.7142857142857143,0.31053614616394043
0.30484330484330485,0.7226890756302521,0.3086305558681488
0.3076923076923077,0.7226890756302521,0.29827558994293213
0.3076923076923077,0.7310924369747899,0.2929500341415405
0.33903133903133903,0.7310924369747899,0.2644037902355194
0.33903133903133903,0.7394957983193278,0.264329195022583
0.3418803418803419,0.7394957983193278,0.2631394565105438
0.3418803418803419,0.7478991596638656,0.26258933544158936
0.3504273504273504,0.7478991596638656,0.25699910521507263
0.3504273504273504,0.7563025210084033,0.2566143274307251
0.3561253561253561,0.7563025210084033,0.2533813416957855
0.3561253561253561,0.7647058823529411,0.2527106702327728
0.36182336182336183,0.7647058823529411,0.2510252594947815
0.36182336182336183,0.7815126050420168,0.23194345831871033
0.3646723646723647,0.7815126050420168,0.23090310394763947
0.3646723646723647,0.7983193277310925,0.22452017664909363
0.38746438746438744,0.7983193277310925,0.202279195189476
0.38746438746438744,0.8151260504201681,0.19994626939296722
0.3903133903133903,0.8151260504201681,0.1976892650127411
0.3903133903133903,0.8235294117647058,0.19577719271183014
0.4045584045584046,0.8235294117647058,0.17805635929107666
0.4045584045584046,0.8319327731092437,0.17795777320861816
0.4074074074074074,0.8319327731092437,0.1760510802268982
0.4131054131054131,0.8319327731092437,0.17482174932956696
0.4188034188034188,0.8319327731092437,0.17224355041980743
0.42450142450142453,0.8319327731092437,0.16900408267974854
0.4358974358974359,0.8319327731092437,0.15479117631912231
0.4358974358974359,0.8403361344537815,0.1542401760816574
0.43874643874643876,0.8403361344537815,0.15325330197811127
0.43874643874643876,0.8571428571428571,0.1516333967447281
0.4444444444444444,0.8571428571428571,0.1484910398721695
0.46153846153846156,0.8571428571428571,0.12679724395275116
0.4672364672364672,0.8571428571428571,0.1262562870979309
0.4843304843304843,0.8571428571428571,0.11399543285369873
0.4843304843304843,0.8739495798319328,0.11052457988262177
0.49572649572649574,0.8739495798319328,0.10103757679462433
0.49572649572649574,0.8823529411764706,0.10050246864557266
0.50997150997151,0.8823529411764706,0.09181242436170578
0.50997150997151,0.8907563025210085,0.09046799689531326
0.5156695156695157,0.8907563025210085,0.08424044400453568
0.5156695156695157,0.8991596638655462,0.08361735194921494
