mean_predicted_prob,fraction_positives
0.03674545904883924,0.015873015873015872
0.15375627130896094,0.09473684210526316
0.24503368295919198,0.19718309859154928
0.35538559212095516,0.27419354838709675
0.4489615849441635,0.3108108108108108
0.5478640552964793,0.44
0.6413171368434794,0.7222222222222222
0.7324678109485274,0.6666666666666666
0.8485600620836662,1.0
0.9039391780134878,1.0
