mean_predicted_prob,fraction_positives
0.004193682721089937,0.0022675736961451248
0.1324924718520305,0.5555555555555556
0.4941782805391728,0.0
0.5567630196651089,1.0
0.6838038691993779,1.0
0.7450684580496814,1.0
0.8111948496709194,1.0
