mean_predicted_prob,fraction_positives
0.058737562394832986,0.08045977011494253
0.15348513582997983,0.12871287128712872
0.24390605239220606,0.2222222222222222
0.351208063684128,0.37777777777777777
0.4456483092371041,0.3902439024390244
0.5522161588782355,0.6
0.6449845063686369,0.6
0.754127439015951,0.8461538461538461
0.8501661779979864,0.75
0.9559475812647077,1.0
