fpr,tpr,threshold
0.0,0.0,inf
0.0,0.007692307692307693,0.98553466796875
0.0,0.06923076923076923,0.9536367058753967
0.0034129692832764505,0.06923076923076923,0.9447736144065857
0.0034129692832764505,0.09230769230769231,0.9347707033157349
0.006825938566552901,0.09230769230769231,0.931711733341217
0.006825938566552901,0.15384615384615385,0.9127726554870605
0.010238907849829351,0.15384615384615385,0.9090130925178528
0.010238907849829351,0.17692307692307693,0.8935003280639648
0.013651877133105802,0.17692307692307693,0.8896828889846802
0.013651877133105802,0.19230769230769232,0.885877788066864
0.020477815699658702,0.19230769230769232,0.8858769536018372
0.023890784982935155,0.19230769230769232,0.8845658898353577
0.023890784982935155,0.23076923076923078,0.8757646679878235
0.027303754266211604,0.23076923076923078,0.8668590188026428
0.027303754266211604,0.25384615384615383,0.8564668297767639
0.030716723549488054,0.25384615384615383,0.8548782467842102
0.034129692832764506,0.26153846153846155,0.8501203656196594
0.034129692832764506,0.2692307692307692,0.8479235172271729
0.040955631399317405,0.2692307692307692,0.8324578404426575
0.040955631399317405,0.27692307692307694,0.8209980130195618
0.04436860068259386,0.27692307692307694,0.8189948797225952
0.04436860068259386,0.33076923076923076,0.7481234073638916
0.04778156996587031,0.33076923076923076,0.7424716353416443
0.04778156996587031,0.3384615384615385,0.7222885489463806
0.04778156996587031,0.35384615384615387,0.7213027477264404
0.04778156996587031,0.36923076923076925,0.7110892534255981
0.051194539249146756,0.36923076923076925,0.7086619734764099
0.051194539249146756,0.38461538461538464,0.693088173866272
0.05460750853242321,0.38461538461538464,0.6920367479324341
0.05460750853242321,0.3923076923076923,0.6889826655387878
0.05802047781569966,0.3923076923076923,0.6873748302459717
0.05802047781569966,0.4307692307692308,0.6739078760147095
0.06825938566552901,0.4307692307692308,0.6657099723815918
0.06825938566552901,0.4461538461538462,0.6552625298500061
0.07508532423208192,0.4461538461538462,0.6536760926246643
0.07849829351535836,0.4461538461538462,0.6521015167236328
0.08532423208191127,0.4461538461538462,0.6481083035469055
0.08873720136518772,0.4461538461538462,0.6477783918380737
0.08873720136518772,0.46153846153846156,0.6405297517776489
0.10238907849829351,0.46153846153846156,0.6237664818763733
0.10238907849829351,0.4846153846153846,0.6137658357620239
0.10580204778156997,0.4846153846153846,0.6097935438156128
0.10580204778156997,0.49230769230769234,0.6092638373374939
0.11604095563139932,0.49230769230769234,0.5882688760757446
0.11604095563139932,0.5,0.5880867838859558
0.11945392491467577,0.5,0.5703475475311279
0.11945392491467577,0.5153846153846153,0.5504494309425354
0.12627986348122866,0.5153846153846153,0.5377711057662964
0.12627986348122866,0.5307692307692308,0.5353206992149353
0.13310580204778158,0.5307692307692308,0.5312939882278442
0.13310580204778158,0.5461538461538461,0.5296103358268738
0.13651877133105803,0.5461538461538461,0.5288762450218201
0.13651877133105803,0.5538461538461539,0.5269362926483154
0.14334470989761092,0.5538461538461539,0.5207948088645935
0.14334470989761092,0.5615384615384615,0.5205315351486206
0.14675767918088736,0.5615384615384615,0.519783616065979
0.14675767918088736,0.5769230769230769,0.5144571661949158
0.14675767918088736,0.5923076923076923,0.5053799152374268
0.15358361774744028,0.5923076923076923,0.48021507263183594
0.15358361774744028,0.6,0.47517961263656616
0.15699658703071673,0.6,0.47305527329444885
0.15699658703071673,0.6076923076923076,0.4514625370502472
0.16382252559726962,0.6076923076923076,0.45038673281669617
0.16382252559726962,0.6153846153846154,0.44960644841194153
0.16723549488054607,0.6153846153846154,0.4459364116191864
0.17406143344709898,0.6153846153846154,0.44440630078315735
0.17406143344709898,0.6384615384615384,0.42291828989982605
0.18088737201365188,0.6384615384615384,0.4154239594936371
0.18088737201365188,0.6615384615384615,0.40376749634742737
0.18430034129692832,0.6615384615384615,0.399829626083374
0.19112627986348124,0.6615384615384615,0.39784523844718933
0.19112627986348124,0.6692307692307692,0.39405158162117004
0.1945392491467577,0.6692307692307692,0.391979455947876
0.1945392491467577,0.676923076923077,0.39084285497665405
0.22866894197952217,0.676923076923077,0.29319438338279724
0.22866894197952217,0.6846153846153846,0.2919014096260071
0.23208191126279865,0.6923076923076923,0.29147425293922424
0.23890784982935154,0.6923076923076923,0.2688542604446411
0.23890784982935154,0.7076923076923077,0.2650594115257263
0.24573378839590443,0.7076923076923077,0.25407058000564575
0.24573378839590443,0.7153846153846154,0.25333213806152344
0.2593856655290102,0.7153846153846154,0.2363235205411911
0.2593856655290102,0.7307692307692307,0.22010688483715057
0.2832764505119454,0.7307692307692307,0.18500056862831116
0.2832764505119454,0.7538461538461538,0.1839827597141266
0.30716723549488056,0.7538461538461538,0.17200292646884918
0.30716723549488056,0.7615384615384615,0.17062200605869293
0.3242320819112628,0.7615384615384615,0.16757339239120483
0.3242320819112628,0.7692307692307693,0.16691933572292328
0.3310580204778157,0.7692307692307693,0.16677409410476685
0.3310580204778157,0.7769230769230769,0.1662062406539917
0.3412969283276451,0.7769230769230769,0.16334864497184753
0.3412969283276451,0.8,0.15887118875980377
0.3515358361774744,0.8,0.15190957486629486
0.3515358361774744,0.8076923076923077,0.1459890455007553
0.35494880546075086,0.8076923076923077,0.14144155383110046
0.35494880546075086,0.8153846153846154,0.13803954422473907
0.36177474402730375,0.8153846153846154,0.13240747153759003
0.36177474402730375,0.823076923076923,0.13178750872612
0.39590443686006827,0.823076923076923,0.11446666717529297
0.40273037542662116,0.823076923076923,0.11202181130647659
0.40273037542662116,0.8307692307692308,0.11117210984230042
0.40955631399317405,0.8307692307692308,0.11052367091178894
0.40955631399317405,0.8384615384615385,0.1102183535695076
